Assembly IDs	0	1	operon	interested lineages	operon pro	show_text
GCA_004376845.1	3.3921419931826544	-1301.651134100382	no	gamma	no	Gammaproteobacteria
GCA_003489795.1	-913.705484477844	-650.4468345936255	no	gamma	no	Gammaproteobacteria
GCA_015134415.1	-988.257508069502	748.9705524432765	no	gamma	no	Gammaproteobacteria
GCA_000008885.1	-636.1488789047286	635.3356846775833	no	gamma	no	Gammaproteobacteria
GCA_900112445.1	-161.28317723022755	-239.3764148082623	no	gamma	no	Gammaproteobacteria
GCA_013391695.1	82.24349219698647	-250.33645450844523	no	gamma	no	Gammaproteobacteria
GCA_011759385.1	829.4455051202563	-178.96421015244317	no	gamma	no	Gammaproteobacteria
GCA_902603055.1	-843.5130827048097	-608.5726974790082	no	gamma	no	Gammaproteobacteria
GCA_013416605.1	-786.6639134671104	-723.3546280515764	no	gamma	no	Gammaproteobacteria
GCA_003542495.1	-732.1642354826799	759.9309838035357	no	gamma	no	Gammaproteobacteria
GCA_003585925.1	-648.2706919253486	845.8513807859628	no	gamma	no	Gammaproteobacteria
GCA_018334525.1	-649.0705306568518	-602.2545591417975	no	gamma	no	Gammaproteobacteria
GCA_018829805.1	-764.1273913842078	-571.4412724588908	no	gamma	no	Gammaproteobacteria
GCA_001873715.1	-106.34407540715924	-298.38687435886567	no	gamma	no	Gammaproteobacteria
GCA_900094645.2	-349.11445187709046	-709.8112235829038	PMO	gamma	PMO	Gammaproteobacteria
GCA_002779995.1	-112.91959743365172	-251.19296222371932	no	gamma	no	Gammaproteobacteria
GCA_003391335.1	-955.1151587202124	-580.8603582315681	no	gamma	no	Gammaproteobacteria
GCA_000214825.1	-237.2170510369557	-194.4601684568639	no	gamma	no	Gammaproteobacteria
GCA_002084205.1	-1055.4150536332318	789.6330221715597	no	gamma	no	Gammaproteobacteria
GCA_015134695.1	-1123.5399778883152	-577.4688856032656	no	gamma	no	Gammaproteobacteria
GCA_001467055.1	-351.5699095730762	732.7688012117209	no	gamma	no	Gammaproteobacteria
GCA_008030115.1	-129.59662973657154	-513.4655053170796	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030225.1	-135.7168338475321	-549.0132448943167	PMO	gamma	PMO	Gammaproteobacteria
GCA_015142155.1	-1141.3869945564595	-576.85364959269	no	gamma	no	Gammaproteobacteria
GCA_011398355.1	24.339108424507973	338.5079128884244	no	gamma	no	Gammaproteobacteria
GCA_002429595.1	-438.43756550197	790.5288676033339	no	gamma	no	Gammaproteobacteria
GCA_008030125.1	-141.69097796488515	-561.7288150474808	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030135.1	-136.29103793969836	-556.0365664451956	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030145.1	-139.8827345009242	-560.8264899981174	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030155.1	-126.99573499619028	-555.9362551241016	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030215.1	-134.5456992294042	-570.7756925345197	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030235.1	-121.42788637610856	-537.9179381945779	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030245.1	-114.9089028860076	-538.8982748982696	PMO	gamma	PMO	Gammaproteobacteria
GCA_008030255.1	-137.92143630104658	-518.3347138862684	PMO	gamma	PMO	Gammaproteobacteria
GCA_002788795.1	-137.9257247096969	-240.17227245090135	no	gamma	no	Gammaproteobacteria
GCA_000007365.1	-688.8988833382775	667.8054521262677	no	gamma	no	Gammaproteobacteria
GCA_903813735.1	-352.14123298844913	304.2607356162176	no	gamma	no	Gammaproteobacteria
GCA_018812595.1	-770.5146690221396	-588.1231164337939	no	gamma	no	Gammaproteobacteria
GCA_016218405.1	-492.58225806254	664.2856839439232	no	gamma	no	Gammaproteobacteria
GCA_001431315.1	-395.2362158565779	-419.7232327508908	no	gamma	no	Gammaproteobacteria
GCA_000021045.1	1362.6962129412696	-375.1837229804244	no	gamma	no	Gammaproteobacteria
GCA_900451015.1	294.2859655130532	1928.7382148253248	no	gamma	no	Gammaproteobacteria
GCA_002340545.1	-482.6000241923401	494.3794094871009	no	gamma	no	Gammaproteobacteria
GCA_900110885.1	1271.0285521082296	-504.2001360999274	no	gamma	no	Gammaproteobacteria
GCA_003367375.1	45.19293802964137	1300.8023887650636	no	gamma	no	Gammaproteobacteria
GCA_002111635.1	-115.02545100101798	1628.9713061903956	no	gamma	no	Gammaproteobacteria
GCA_011776385.1	-464.8475232208792	-807.0238994002032	no	gamma	no	Gammaproteobacteria
GCA_000212335.1	1227.3417753309725	-743.4379465431211	no	gamma	no	Gammaproteobacteria
GCA_012295615.1	820.0781432220027	-340.1284513827606	no	gamma	no	Gammaproteobacteria
GCA_002101205.1	-260.8824063493535	-273.3524813986727	PMO	gamma	PMO	Gammaproteobacteria
GCA_012965425.1	-109.07605577606796	-445.0595165813254	PMO	gamma	PMO	Gammaproteobacteria
GCF_000733935.1	296.5711175200546	-769.8091607363409	no	gamma	no	Gammaproteobacteria
GCA_003666385.1	-221.9410451640061	-452.3253279246121	PMO	gamma	PMO	Gammaproteobacteria
GCA_016845205.1	-355.6749183053616	182.07473891998688	no	gamma	no	Gammaproteobacteria
GCA_002367725.1	-480.75858595232336	499.9584708880804	no	gamma	no	Gammaproteobacteria
GCA_016583825.1	80.17914167042929	-1180.7615549417756	no	gamma	no	Gammaproteobacteria
GCA_902143315.1	-618.083740117135	-874.4270328597498	no	gamma	no	Gammaproteobacteria
GCA_017992355.1	-402.8631803300421	717.1748734651792	no	gamma	no	Gammaproteobacteria
GCA_013432195.1	541.9858863391383	492.0458270175935	no	beta	no	Betaproteobacteria
GCA_013426975.1	1001.0860938552476	338.2583810401072	no	beta	no	Betaproteobacteria
GCA_002220155.1	1306.969830835185	-427.50405957746966	no	gamma	no	Gammaproteobacteria
GCA_002237535.1	947.86655802164	-406.5505987240143	no	gamma	no	Gammaproteobacteria
GCA_004327895.1	1254.7890716398215	-419.9497932043738	no	gamma	no	Gammaproteobacteria
GCA_013342985.1	-362.03015555282224	6.652368635831445	no	gamma	no	Gammaproteobacteria
GCA_004352985.1	1096.8827365574507	790.9924792247499	no	beta	no	Betaproteobacteria
GCA_002188635.1	1094.702365050478	776.6080344455943	no	beta	no	Betaproteobacteria
GCA_013391765.2	306.5423055205634	-206.1153862245151	no	gamma	no	Gammaproteobacteria
GCA_000299915.1	1070.923563441518	-783.1429745865603	no	gamma	no	Gammaproteobacteria
GCA_019188745.1	-656.7619851854803	-1021.7464016155724	no	gamma	no	Gammaproteobacteria
GCA_014859545.1	123.03422448184122	-265.4161278729745	no	gamma	no	Gammaproteobacteria
GCA_014202705.1	549.1210101160408	1120.92316351262	no	beta	no	Betaproteobacteria
GCA_004000275.1	303.26839682187995	1326.1636887755935	no	gamma	no	Gammaproteobacteria
GCA_004293625.1	100.61627990009296	-294.5981055070192	no	gamma	no	Gammaproteobacteria
GCA_003584875.1	10.15711511863769	-505.5092692326179	no	gamma	no	Gammaproteobacteria
GCA_018335995.1	-155.33986146398166	-987.5864553804784	PXM	gamma	PXM	Gammaproteobacteria
GCF_001312345.1	-203.82175635550007	428.62503928414446	no	gamma	no	Gammaproteobacteria
GCA_005671395.1	652.653739815479	2026.6019864284517	no	gamma	no	Gammaproteobacteria
GCA_001975725.1	585.0885372164659	-208.81445621566644	no	gamma	no	Gammaproteobacteria
GCA_016218345.1	-337.86581060092993	-131.38781948380483	no	gamma	no	Gammaproteobacteria
GCA_016583795.1	552.401139421733	-623.8182988889836	no	gamma	no	Gammaproteobacteria
GCA_015278165.1	-375.51636191811576	1000.0833702235194	no	gamma	no	Gammaproteobacteria
GCA_016756895.1	358.1147346790785	-483.6453179747924	no	gamma	no	Gammaproteobacteria
GCA_016756855.1	358.35293909520465	-484.81857990670784	no	gamma	no	Gammaproteobacteria
GCA_015488885.1	-33.139368350064274	-274.3749733151867	no	gamma	no	Gammaproteobacteria
GCA_001750655.1	-371.96564090259807	997.769114754897	no	gamma	no	Gammaproteobacteria
GCA_017744115.1	-21.79497602890111	1204.8639579806668	no	gamma	no	Gammaproteobacteria
GCA_014762495.1	-26.538200974888383	430.3255803285869	no	gamma	no	Gammaproteobacteria
GCA_015662515.1	221.538301367638	-317.65197815286047	no	gamma	no	Gammaproteobacteria
GCA_007135395.1	-429.5862834277512	-573.5753620509345	no	gamma	no	Gammaproteobacteria
GCA_001187785.1	-123.39844267598524	786.3932959334858	no	gamma	no	Gammaproteobacteria
GCA_001038235.1	2090.1093524095286	-646.9261404157652	no	gamma	no	Gammaproteobacteria
GCA_000347635.1	119.0617899352604	1354.3559992231812	no	gamma	no	Gammaproteobacteria
GCA_000314935.1	1297.9028053591114	-756.4983596898186	no	gamma	no	Gammaproteobacteria
GCA_004342465.1	903.1379184052898	481.0063371103458	no	beta	no	Betaproteobacteria
GCA_900639905.1	-532.7304087746479	-958.0401208007978	no	gamma	no	Gammaproteobacteria
GCA_009363235.1	204.24632690735436	1517.7448365954417	no	gamma	no	Gammaproteobacteria
GCA_001305575.3	67.9170247068984	674.36998932067	no	gamma	no	Gammaproteobacteria
GCA_006517625.1	1627.320610457008	-1042.0832964307208	no	gamma	no	Gammaproteobacteria
GCA_006547045.1	-54.74355685651971	933.585280827677	no	gamma	no	Gammaproteobacteria
GCA_000428045.1	325.86161778418034	721.1732788031968	no	gamma	no	Gammaproteobacteria
GCA_018402695.1	944.2532925355816	-705.2558889464045	no	gamma	no	Gammaproteobacteria
GCA_002869585.1	645.6519761675393	-499.783213927636	no	gamma	no	Gammaproteobacteria
GCA_000284655.1	-795.2308010273289	-844.7141351919322	no	gamma	no	Gammaproteobacteria
GCA_004343155.1	590.9060545998638	-539.5669414153933	no	gamma	no	Gammaproteobacteria
GCA_016653295.1	482.1309876613164	-546.5320471850628	no	gamma	no	Gammaproteobacteria
GCA_001499735.1	684.987832974793	-853.9388316639142	no	gamma	no	Gammaproteobacteria
GCA_000633935.1	481.3299700129024	-386.2724395841567	no	gamma	no	Gammaproteobacteria
GCA_019166065.1	471.16140674832576	1212.1804540937603	no	beta	no	Betaproteobacteria
GCA_016706565.1	1300.8828723086608	378.8083266494284	no	beta	no	Betaproteobacteria
GCA_016705225.1	930.335988317641	-444.8967913920362	no	gamma	no	Gammaproteobacteria
GCA_016788735.1	-1128.856969141618	-88.45349382342918	no	Nitrospirae	no	Nitrospirae
GCA_002254365.1	-849.4953514406591	-64.84959385817143	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_001458775.1	-874.1127274108622	-105.93436081722696	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_902500755.1	-935.8151913130188	-63.04935982356513	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_011090425.1	-1006.8731137943832	-31.62065489420127	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_018242685.1	-977.9461774674622	-41.069428079167466	no	Nitrospirae	no	Nitrospirae
GCA_009594835.1	-1104.029665110508	-131.04247895677972	no	Nitrospirae	no	Nitrospirae
GCA_009594935.1	-1010.8562151242528	224.7832360590728	no	Nitrospirae	no	Nitrospirae
GCA_900299245.1	-881.8796685719486	84.13476948152366	no	Nitrospirae	no	Nitrospirae
GCA_016712165.1	-915.624275792624	-60.537034030546295	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016788885.1	-924.944717017406	127.50057913652844	no	Nitrospirae	no	Nitrospirae
GCA_012032965.1	-985.7687702862293	-281.49949368842914	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016789065.1	-901.16120132152	-31.14743931283442	no	Nitrospirae	no	Nitrospirae
GCA_902500805.1	-975.7182738612412	-115.01259887631504	no	Nitrospirae	no	Nitrospirae
GCA_001805245.1	-795.0589828514303	136.7209049551287	no	Nitrospirae	no	Nitrospirae
GCA_003529185.1	-884.2130991882008	-140.198324971386	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_009692155.1	-789.1883717375689	194.7630378756692	no	Nitrospirae	no	Nitrospirae
GCA_002331335.1	-788.8196664430262	-52.341834798269225	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_017996815.1	-1048.305880153533	212.0013111386588	no	Nitrospirae	no	Nitrospirae
GCA_016207025.1	-869.3249922733083	322.4333449869353	no	Nitrospirae	no	Nitrospirae
GCA_002435405.1	-917.790077417025	81.6197842413054	no	Nitrospirae	no	Nitrospirae
GCA_001458695.1	-785.4434529358211	-69.19959444749604	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_017879665.1	-1052.561041558522	257.07248783254744	no	Nitrospirae	no	Nitrospirae
GCA_017985915.1	-1040.0445617738728	185.531113796446	no	Nitrospirae	no	Nitrospirae
GCA_002254325.1	-926.9326282622168	202.7779236668197	no	Nitrospirae	no	Nitrospirae
GCA_016873515.1	-705.7080920164294	71.66039903305595	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016706135.1	-991.1375070698028	144.55102211863195	no	Nitrospirae	no	Nitrospirae
GCA_002299405.1	-966.1112379166526	306.6219113618657	no	Nitrospirae	no	Nitrospirae
GCA_011331925.1	-984.3422168892134	-86.57986071732422	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_018006455.1	-1017.6120617744924	200.2543516286817	no	Nitrospirae	no	Nitrospirae
GCA_905220995.1	-1090.1648738722104	65.58802801979851	no	Nitrospirae	no	Nitrospirae
GCA_018005355.1	-957.292360651525	194.66395398988547	no	Nitrospirae	no	Nitrospirae
GCA_017985775.1	-1061.4322435785969	185.2510953340992	no	Nitrospirae	no	Nitrospirae
GCA_018055175.1	-966.1775629132716	207.99380624318667	no	Nitrospirae	no	Nitrospirae
GCA_002435325.1	-893.9253370964867	146.70927250891802	no	Nitrospirae	no	Nitrospirae
GCA_014058405.1	-824.7594505067093	-110.33867012195294	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016711755.1	-1045.4059941249036	139.71993598772391	no	Nitrospirae	no	Nitrospirae
GCA_016709365.1	-1014.160428265809	120.5737905973822	no	Nitrospirae	no	Nitrospirae
GCA_009594875.1	-950.3870702770336	186.1697897035703	no	Nitrospirae	no	Nitrospirae
GCA_900299325.1	-755.6520926921885	99.25369436812598	no	Nitrospirae	no	Nitrospirae
GCA_000196815.1	-1038.058110748803	104.79211184254989	no	Nitrospirae	no	Nitrospirae
GCA_016722315.1	-1041.4572243152284	133.2226475171571	no	Nitrospirae	no	Nitrospirae
GCA_015904045.1	-772.2704567281368	17.65046197873249	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_900170025.1	-1034.847553247313	105.97161490935294	no	Nitrospirae	no	Nitrospirae
GCA_005773655.1	-1018.9570614776557	567.1586153425066	no	Nitrospirae	no	Nitrospirae
GCA_016719745.1	-1020.7101082617804	148.9981301146244	no	Nitrospirae	no	Nitrospirae
GCA_002483475.1	-1042.9193378112036	-126.1880842703236	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005808705.1	-930.623149986108	359.075083569362	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_013140455.1	-950.705242171842	27.612203681602224	no	Nitrospirae	no	Nitrospirae
GCA_016788925.1	-1003.5964507656128	317.02393391333624	no	Nitrospirae	no	Nitrospirae
GCA_016788465.1	-789.2619189903179	-84.96510024296845	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_015904085.1	-916.6257911853486	-187.86131812835072	no	Nitrospirae	no	Nitrospirae
GCA_015903955.1	-757.7604511954747	9.95339319942266	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_009594955.1	-1016.4419852577256	9.912200254314827	no	Nitrospirae	no	Nitrospirae
GCA_005116965.1	-814.1441022048704	-79.70136293024466	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_015904055.1	-849.4977155041781	-232.3428392308606	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005116955.1	-846.2187289065737	-119.8840524821307	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005239465.1	-871.3624881375922	-48.25763943969272	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_900403705.1	-900.5688550889314	37.81600027907497	no	Nitrospirae	no	Nitrospirae
GCA_013141205.1	-917.6832414621836	-139.594189326424	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_012030925.1	-922.9814441113524	423.0582868922251	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016715825.1	-904.543765517813	-123.09239998965802	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_002083555.1	-876.6346678391614	26.284406348624657	no	Nitrospirae	no	Nitrospirae
GCA_002083565.1	-817.4144606379216	-151.79577178075974	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_015904075.1	-872.364077879552	161.19728844036823	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_015903945.1	-787.6625939017875	-31.814659284495782	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_001273775.1	-1029.7004872207006	-6.65017335519301	no	Nitrospirae	no	Nitrospirae
GCA_015904025.1	-878.6574571061144	-145.93548785730957	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005799375.1	-891.3121732887394	-211.75349273753343	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005793285.1	-1015.9275432385592	-346.0637667757622	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005116895.1	-803.2444380782448	-72.95544431797755	no	Nitrospirae	no	Nitrospirae
GCA_002420105.1	-849.0953868954862	95.08495742585298	no	Nitrospirae	no	Nitrospirae
GCA_902500745.1	-850.5337612600397	-224.53845516169187	no	Nitrospirae	no	Nitrospirae
GCA_016195505.1	-810.3854985120491	218.86233216809927	no	Nitrospirae	no	Nitrospirae
GCA_002869855.2	-856.1675986929739	50.53889643758896	no	Nitrospirae	no	Nitrospirae
GCA_005116745.1	-838.5748591197993	-123.88248840633808	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_001464735.1	-953.64056380125	-151.5735549916209	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016106435.1	-745.3708380164379	210.6039384740825	no	Nitrospirae	no	Nitrospirae
GCA_002737345.1	-715.6795379887368	167.2827277489214	no	Nitrospirae	no	Nitrospirae
GCA_001803865.1	-1054.568638520018	-257.8349372418497	no	Nitrospirae	no	Nitrospirae
GCA_005116815.1	-854.593585824312	309.0557283850703	no	Nitrospirae	no	Nitrospirae
GCA_013140715.1	-796.4251881328832	6.84959000363135	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_001644405.1	-1033.4330565801486	475.0806979412136	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005887945.1	-878.7745503987682	226.303620753012	no	Nitrospirae	no	Nitrospirae
GCA_005116835.1	-901.0119240754676	-102.66602054690654	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_003152135.1	-890.0733805222378	12.54264159524796	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_003135435.1	-866.5652438890113	-3.783422997750488	no	Nitrospirae	no	Nitrospirae
GCA_016200355.1	-799.0676078041736	49.61456440799907	no	Nitrospirae	no	Nitrospirae
GCA_002869885.2	-735.1682308311448	-6.012757679397594	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005116825.1	-739.7996377420087	14.065932241155954	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_003818215.1	-1057.8687303167114	414.17212326264905	no	Nitrospirae	no	Nitrospirae
GCA_005116885.1	-841.4664647719682	-132.46958650615704	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_002869925.2	-815.6832227382398	6.466148018873219	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_009595005.1	-1082.1368561236588	-53.289008465674826	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_011090365.1	-974.8521366070688	-163.73544039860937	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016873435.1	-718.9663106678319	178.48231480521625	no	Nitrospirae	no	Nitrospirae
GCA_018242825.1	-905.7340077016858	-48.74035837498619	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_014055465.1	-1050.9253516938302	74.36141961525998	no	Nitrospirae	no	Nitrospirae
GCA_018242805.1	-1038.6508815798172	95.71165551175004	no	Nitrospirae	no	Nitrospirae
GCA_902500795.1	-885.4737190600911	-27.701418798458302	no	Nitrospirae	no	Nitrospirae
GCA_902500825.1	-914.7528804497896	-18.62452976209094	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_018242735.1	-952.8126237325532	137.85155873254044	no	Nitrospirae	no	Nitrospirae
GCA_017986555.1	-1100.797918703984	145.99304889267503	no	Nitrospirae	no	Nitrospirae
GCA_003456185.1	-1051.632421999408	307.2233875502306	no	Nitrospirae	no	Nitrospirae
GCA_003456235.1	-1152.6356764985503	281.1805038454431	no	Nitrospirae	no	Nitrospirae
GCA_018242765.1	-991.3847679274668	-61.037539824471146	no	Nitrospirae	no	Nitrospirae
GCA_018242705.1	-974.8559134481344	161.79263372022427	no	Nitrospirae	no	Nitrospirae
GCA_002420045.1	-896.4808532802742	-97.36772631888176	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_902500995.1	-1064.4587091618046	120.79387387274028	no	Nitrospirae	no	Nitrospirae
GCA_016222925.1	-895.2728655777164	-244.43882260226613	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_900169565.1	-953.8933766945836	68.8316012402818	no	Nitrospirae	no	Nitrospirae
GCA_002083355.1	-924.4792071177554	-226.60252541221493	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_002331625.1	-1038.447039779798	-62.68629900905516	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_001805285.1	-867.7290506374148	383.1066940609537	no	Nitrospirae	no	Nitrospirae
GCA_002869845.2	-805.1121379615221	-54.44103715363941	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_015903965.1	-814.5309248488257	-115.41725763199612	no	Nitrospirae	no	Nitrospirae
GCA_016873495.1	-838.7300956816182	180.75696880581168	no	Nitrospirae	no	Nitrospirae
GCA_902500785.1	-976.9824345251252	102.64784683632266	no	Nitrospirae	no	Nitrospirae
GCA_902500705.1	-919.5872338069988	-38.63914488839424	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_002420115.1	-879.9998532323531	-97.18254887844304	no	Nitrospirae	no	Nitrospirae
GCA_011405515.1	-958.9589566990164	221.75687811387184	no	Nitrospirae	no	Nitrospirae
GCA_004296885.1	-803.3919991087461	128.81615494978382	no	Nitrospirae	no	Nitrospirae
GCA_015904125.1	-850.4909677885443	-184.97385428994556	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016873395.1	-783.0400035286718	164.3628477593592	no	Nitrospirae	no	Nitrospirae
GCA_016873455.1	-751.3596072439361	-14.868014418648675	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005116865.1	-835.8753850538454	60.87507263792892	no	Nitrospirae	no	Nitrospirae
GCA_002083405.1	-791.9739907836795	-145.43342804207367	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_015903995.1	-824.7653278842553	-45.13760460331921	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005808825.1	-1015.2395083622029	-241.28194635749767	no	Nitrospirae	no	Nitrospirae
GCA_003569385.1	-716.1306276214975	149.29449872776547	no	Nitrospirae	no	Nitrospirae
GCA_014192195.1	-713.9596303868772	133.06830287487932	no	Nitrospirae	no	Nitrospirae
GCA_016106515.1	-710.2742073682329	138.53508563623328	no	Nitrospirae	no	Nitrospirae
GCA_016106475.1	-710.5220205636568	143.14992339381988	no	Nitrospirae	no	Nitrospirae
GCA_016106505.1	-711.0805935680607	137.78416890128915	no	Nitrospirae	no	Nitrospirae
GCA_016106465.1	-716.7267120732511	155.29670231270754	no	Nitrospirae	no	Nitrospirae
GCA_013521025.1	-715.8924651852644	141.53108020791575	no	Nitrospirae	no	Nitrospirae
GCA_013141215.1	-894.4302725202248	423.18739424222906	no	Nitrospirae	no	Nitrospirae
GCA_013388555.1	-772.4279874109246	-14.7337156449484	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016880205.1	-839.5169287267919	354.1613468260449	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_009885705.1	-792.8389201159026	94.76637164957356	no	Nitrospirae	no	Nitrospirae
GCA_018971965.1	-982.9109901010434	272.9391429415228	no	Nitrospirae	no	Nitrospirae
GCA_017884705.1	-1115.6642415501576	-130.33355402366968	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_018971525.1	-984.1856324318488	45.76609161434354	no	Nitrospirae	no	Nitrospirae
GCA_005239475.1	-847.4009602484801	-71.93878483654636	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_016650275.1	-811.0251586870739	59.01488644084519	no	Nitrospirae	no	Nitrospirae
GCA_014379455.1	-883.3208339109905	39.64658998750017	no	Nitrospirae	no	Nitrospirae
GCA_005116945.1	-1020.9013708931442	-72.72126740582442	no	Nitrospirae	no	Nitrospirae
GCA_902500775.1	-1002.2284853715496	-97.17581353087282	no	Nitrospirae	no	Nitrospirae
GCA_003246175.1	-992.8033911027054	604.9458798892396	no	Nitrospirae	no	Nitrospirae
GCA_016722055.1	-938.6637095060456	-48.71251501122545	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_902501035.1	-1004.6926749191372	-47.90124986206043	no	Nitrospirae	no	Nitrospirae
GCA_017989655.1	-1152.75061013902	196.9955234672156	no	Nitrospirae	no	Nitrospirae
GCF_900078515.1	-913.3074667085596	-223.8417906863654	no	Nitrospirae	no	Nitrospirae
GCA_002083365.1	-964.7738190428274	-102.47866217917964	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_009594855.1	-935.1217155710776	137.91004148056712	no	Nitrospirae	no	Nitrospirae
GCA_009594995.1	-1028.3958708457324	162.25094660147462	no	Nitrospirae	no	Nitrospirae
GCA_001805225.1	-772.1812219100368	220.5262052743794	no	Nitrospirae	no	Nitrospirae
GCA_014055475.1	-1095.9756566137194	79.26508796847988	no	Nitrospirae	no	Nitrospirae
GCA_016234105.1	-902.7558871869468	371.289761407225	no	Nitrospirae	no	Nitrospirae
GCA_018242665.1	-974.928492723718	129.60997894546003	no	Nitrospirae	no	Nitrospirae
GCA_018242785.1	-1081.3572212426402	89.88429276491249	no	Nitrospirae	no	Nitrospirae
GCA_016235225.1	-899.2164955289329	500.43773673874045	no	Nitrospirae	no	Nitrospirae
GCA_009594865.1	-1083.9334675136838	155.63037229176106	no	Nitrospirae	no	Nitrospirae
GCA_011525625.1	-1041.7039999504318	113.4371719651842	no	Nitrospirae	no	Nitrospirae
GCA_014055495.1	-1005.3250241207804	113.97856582757792	no	Nitrospirae	no	Nitrospirae
GCA_014055525.1	-896.8363681422773	86.71597991066429	no	Nitrospirae	no	Nitrospirae
GCF_900078535.2	-785.7739437631088	-128.71392440729574	no	Nitrospirae	no	Nitrospirae
GCA_016219645.1	-765.1695257223373	-82.50536274057177	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005877535.1	-994.7368006893156	-192.1926019393816	no	Nitrospirae	no	Nitrospirae
GCA_013140535.1	-933.2670036947812	264.06271375607673	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_011391455.1	-960.0426132878928	379.190043059447	no	Nitrospirae	no	Nitrospirae
GCA_014534095.1	-1121.5715950531933	-187.40262717993377	no	Nitrospirae	no	Nitrospirae
GCA_011525815.1	-1009.3225200164588	142.00797456844185	no	Nitrospirae	no	Nitrospirae
GCA_003508555.1	-972.262277903848	352.696321821749	no	Nitrospirae	no	Nitrospirae
